Stacks,Blocks,Depth,Steps,QueueLen,H,relErr,Avg Depth,Avg Steps,Avg QL,Avg relErr
3,4,5,5,22,5,,,,,
3,4,9,96,359,7,,,,,
3,4,6,6,23,7,,,,,
3,4,4,4,17,4,,,,,
3,4,8,194,645,5,,,,,
3,4,2,2,9,2,,,,,
3,4,5,10,37,5,,,,,
3,4,7,30,121,5,,,,,
3,4,4,4,17,4,,,,,
3,4,5,5,18,6,,,,,
3,4,6,9,36,6,,,,,
3,4,7,15,58,6,,,,,
3,4,8,70,277,6,,,,,
3,4,6,8,33,5,,,,,
3,4,8,142,457,3,,,,,
3,4,5,5,20,5,,,,,
3,4,7,26,105,6,,,,,
3,4,3,3,12,3,,,,,
3,4,7,13,52,7,,,,,
3,4,3,3,14,3,,,,,
3,4,8,69,252,6,,,,,
3,4,5,7,30,4,,,,,
3,4,4,4,17,4,,,,,
3,4,7,8,31,7,,,,,
3,4,5,5,18,5,,,,,
3,4,6,8,33,5,,,,,
3,4,5,6,25,5,,,,,
3,4,7,12,43,7,,,,,
3,4,6,12,39,6,,,,,
3,4,5,5,20,5,,,,,
3,4,8,23,94,7,,,,,
3,4,9,108,413,6,,,,,
3,4,6,7,26,6,,,,,
3,4,6,8,33,5,,,,,
3,4,4,4,17,4,,,,,
3,4,6,7,26,6,,,,,
3,4,5,5,22,5,,,,,
3,4,4,4,17,4,,,,,
3,4,7,15,58,6,,,,,
3,4,2,2,7,2,,,,,
3,4,6,8,33,6,,,,,
3,4,3,3,14,3,,,,,
3,4,6,8,31,5,,,,,
3,4,6,7,28,6,,,,,
3,4,5,5,20,5,,,,,
3,4,5,10,37,5,,,,,
3,4,5,5,18,5,,,,,
3,4,5,5,22,5,,,,,
3,4,8,34,129,6,,,,,
3,4,6,8,33,6,,,,,
3,4,8,216,753,5,,,,,
3,4,5,5,20,5,,,,,
3,4,5,7,30,4,,,,,
3,4,5,5,22,5,,,,,
3,4,6,6,23,6,,,,,
3,4,8,30,111,7,,,,,
3,4,8,69,252,6,,,,,
3,4,9,96,359,7,,,,,
3,4,5,7,28,5,,,,,
3,4,6,7,26,6,,,,,
3,4,4,4,17,4,,,,,
3,4,4,4,17,5,,,,,
3,4,6,6,25,6,,,,,
3,4,4,4,17,4,,,,,
3,4,5,5,20,5,,,,,
3,4,8,69,234,7,,,,,
3,4,6,6,23,6,,,,,
3,4,5,5,18,6,,,,,
3,4,6,8,33,6,,,,,
3,4,4,4,17,4,,,,,
3,4,4,4,15,4,,,,,
3,4,6,7,28,6,,,,,
3,4,4,4,17,4,,,,,
3,4,5,5,20,5,,,,,
3,4,7,18,67,6,,,,,
3,4,7,17,66,6,,,,,
3,4,7,42,151,6,,,,,
3,4,5,5,22,5,,,,,
3,4,6,18,67,5,,,,,
3,4,4,4,17,4,,,,,
3,4,4,4,17,4,,,,,
3,4,8,32,117,7,,,,,
3,4,6,14,55,5,,,,,
3,4,7,56,207,4,,,,,
3,4,6,6,23,6,,,,,
3,4,2,2,7,2,,,,,
3,4,7,15,56,7,,,,,
3,4,7,48,189,5,,,,,
3,4,8,60,239,6,,,,,
3,4,7,34,125,4,,,,,
3,4,5,5,20,5,,,,,
3,4,3,3,12,3,,,,,
3,4,8,59,218,5,,,,,
3,4,6,9,34,7,,,,,
3,4,3,3,14,3,,,,,
3,4,6,11,42,5,,,,,
3,4,6,12,39,6,,,,,
3,4,7,16,61,6,,,,,
3,4,6,6,25,6,,,,,
3,4,4,4,17,4,,,,,
3,4,6,11,42,5,,,,,
3,4,7,22,83,7,,,,,
3,4,7,56,207,4,,,,,
3,4,5,5,18,5,,,,,
3,4,4,4,17,4,,,,,
3,4,6,6,19,7,,,,,
3,4,6,14,55,5,,,,,
3,4,7,79,272,4,,,,,
3,4,4,4,17,5,,,,,
3,4,4,4,17,4,,,,,
3,4,6,9,36,6,,,,,
3,4,5,5,20,5,,,,,
3,4,8,49,194,6,,,,,
3,4,3,3,12,3,,,,,
3,4,8,59,218,5,,,,,
3,4,5,7,30,4,,,,,
3,4,3,3,14,3,,,,,
3,4,6,8,33,5,,,,,
3,4,7,41,152,4,,,,,
3,4,7,9,36,7,,,,,
3,4,6,6,23,6,,,,,
3,4,8,52,191,7,,,,,
3,4,5,5,16,5,,,,,
3,4,7,32,123,6,,,,,
3,4,4,4,15,4,,,,,
3,4,6,14,55,5,,,,,
3,4,6,12,49,5,,,,,
3,4,6,6,25,6,,,,,
3,4,4,4,17,4,,,,,
3,4,7,12,47,7,,,,,
3,4,7,26,105,6,,,,,
3,4,4,4,17,4,,,,,
3,4,6,10,39,6,,,,,
3,4,6,11,42,5,,,,,
3,4,5,5,20,6,,,,,
3,4,5,5,20,5,,,,,
3,4,5,12,49,4,,,,,
3,4,5,9,34,5,,,,,
3,4,8,23,80,6,,,,,
3,4,7,12,49,6,,,,,
3,4,7,34,125,4,,,,,
3,4,7,11,46,6,,,,,
3,4,5,5,18,7,,,,,
3,4,4,4,17,4,,,,,
3,4,7,58,195,4,,,,,
3,4,7,15,60,7,,,,,
3,4,8,207,674,3,,,,,
3,4,7,18,69,7,,,,,
3,4,5,5,20,5,,,,,
3,4,3,3,14,3,,,,,
3,4,5,5,18,5,,,,,
3,4,2,2,7,2,,,,,
3,4,7,9,36,7,,,,,
3,4,6,14,57,5,,,,,
3,4,4,4,17,4,,,,,
3,4,3,3,12,3,,,,,
3,4,8,59,226,6,,,,,
3,4,6,6,23,6,,,,,
3,4,7,7,26,7,,,,,
3,4,7,30,121,5,,,,,
3,4,6,7,26,6,,,,,
3,4,7,66,223,4,,,,,
3,4,6,7,26,6,,,,,
3,4,4,4,17,4,,,,,
3,4,8,70,277,6,,,,,
3,4,3,3,12,3,,,,,
3,4,7,12,47,7,,,,,
